review_page,review_title,review_content,review_star,reviewer_location,review_date,crawled_date
143,Fascinating Tour,"The tour takes maybe 90 minutes but is packed with history and a not a little humour. Our guide was outstanding, usinjng gestures in addition to voice in a more effective manner than I have ever seen before, she made the story or the Battlebox come alive. Not to be missed in any Singapore visit.",50,"London, England",Dec 2018,20200310
143,Excellent tour,My wife and I really appreciated this informstive and interesting tour. It really brought home the difficulties of command in wartime.,50,Milton Keynes,Dec 2018,20200310
144,Linking history to present day,We are lucky enough to know a very special person who is still with us who was an Australian POW when Singapore fell to the Japanese in 1942. It was great to link his stories about the past through the Battlebox tour we did. It was a must do activity on our trip to honour our special friend who is now in his nineties and still recalls vividly his time in Singapore as an Australian 2/29th battalion soldier and teenage POW.,50,"Melbourne, Australia",Dec 2018,20200310
144,Historic museum,"We visited this place on our school excursion.The great point of this museum is that we can join the guide tour for free. It helps learning history, and also English.",50,,Dec 2018,20200310
144,Fascinating,Very interesting to tour the bunker and when combined with a thoughtful and thorough commentary it was a great way to understand the fall of Singapore in WWII,50,,Dec 2018,20200310
144,Great history tour,"Having lived here for 5 years i was embarrassed that i hadn't ventured out enough to better understand the country history. stop one was Battlebox which was recommended by a friend who is passionate about the world wars.batllebox wasn't too busy so i just turned up on a sunday morning and bought a ticket. at the allowed time the tours started and the guide did an excellent job in walking the group through the WW2 command centre for british troops.It was fascinating to hear and see what had occurred, all explained with good level of detail but never boring.I was there probably an hour + and thoroughly enjoyed. i recommend for all ages from teenager up (not kids though, not exciting enough).",40,"Chicago, Illinois",Dec 2018,20200310
144,Singapore are UK's friends,I study the war and have a special reason to visit this site. Singapore are friends of the UK and part of the commonwealth. My uncle was on the first British boat to enter Singapore harbour as the British pushed the Japanese back and the war ended.Walking round the war round I was able to map out the tactics used by the forces. Even find the records of the ship my uncle came in on. I left in tears and loving memories of all that was done and the thought of my wonderful uncle.Good place,50,"Huddersfield, United Kingdom",Dec 2018,20200310
145,History Lesson,"The bunker in Singapore is where the British Army surrendered Singapore to the Japanese in WW2 (the largest ever capitulation of the British Army). You need to book onto a tour which I believe run hourly and you get guided round in a group. Extremely informative and for me I picked up plenty of new historical detail from the excellent and enthusiastic guide. Poor planning, strategy, negotiation and a lack of common sense led to the disaster for the British Army which cost thousands their lives then but also during the war in POW camps. Definitely worth visiting.",50,"Richmond, United Kingdom",Dec 2018,20200310
145,"Great experience, highly recommended",Visited Battlebox with friends who were visiting Singapore. It’s an amazing site and I’m really glad we visited. The history of the campaign and the main characters is fascinating. This is a ‘must visit’ for those who want to better understand the war time history of Singapore. Highly recommended.,50,"Singapore, Singapore",Dec 2018,20200310
145,"Engaging Tour, Meaningful Experience","I joined the 2 1/2 hour tour (SGD32) which started with an outdoor tour of the park from 2-3pm, followed by an underground tour of The Battlebox from about 3.15pm-4.30pm. There were only 5 of us, which gives us the luxury of asking questions and taking a slower pace. Before the tour start, we were given a bottle of cold mineral water (thanks!) Our guide, Poh was very knowledgeable and experienced. She was also attentive to all our questions and answer them patiently. I enjoyed listening to the stories she shared about challenges of the British Army when the Imperial Japanese invaded Malaya and Singapore during WWII. This is such a meaningful tour because it gives you a comprehensive background of how Singapore became what she is today. The influence from colonisation and war is deeply engraved in the roots of this country. Looking at the current Singapore, from being such a vulnerable place, to a strong and peaceful first world country, one can only feel proud of how resilient the people here are. Personally, I feel grateful and indebted to those who sacrificed during the war. We have much to learn from these brave men and women.Tips for your visit: Apply mosquito repellent if you’re not used to the tropics. Bring a hat, and an umbrella (for the erratic hot and rainy weather), comfortable shoes.This 2 1/2 tour is only available on Monday and Thursday at 2pm.",50,Singapore,Dec 2018,20200310
